"num","year","emp","wage","wage2","cap","n","w","w2","filler","rec","yearm1","id"
"218","1977","1.77100002765656","21.1881008148193","","0.173199996352196","0.571544349193573","3.05343985557556","2.44275188446045","","218","1982","32"
"219","1978","1.78799998760223","21.0368003845215","","0.172900006175041","0.581097662448883","3.04627323150635","2.43701858520508","","219","1977","32"
"220","1979","1.86099994182587","21.011100769043","","0.161300003528595","0.621113955974579","3.04505085945129","2.43604068756103","","220","1978","32"
"221","1980","1.8639999628067","21.0793991088867","","0.145799994468689","0.622724711894989","3.04829621315002","2.43863697052002","","221","1979","32"
"222","1981","1.66400003433228","18.8948993682861","","0.117799997329712","0.509224355220795","2.93889212608337","2.3511137008667","","222","1980","32"
"223","1982","1.5110000371933","20.6338996887207","","0.103500001132488","0.412771701812744","3.026935338974","2.4215482711792","","223","1981","32"
"224","1983","1.49600005149841","23.1065006256104","","0.0979999974370003","0.402794927358627","3.14011406898499","2.51209125518799","","224","1982","32"
"225","1976","13.3290004730225","24.3752994537354","","1.88699996471405","2.58994221687317","3.1935703754425","2.554856300354","","225","1983","33"
"226","1977","13.5089998245239","23.4904003143311","","1.82469999790192","2.60335612297058","3.15659189224243","2.52527351379394","","226","1976","33"
"227","1978","13.4519996643066","23.4155006408691","","1.96560001373291","2.59912776947021","3.15339827537537","2.5227186203003","","227","1977","33"
"228","1979","11.7510004043579","22.7369995117188","","1.87380003929138","2.46393847465515","3.12399363517761","2.49919490814209","","228","1978","33"
"229","1980","10.706000328064","24.2665004730225","","1.64810001850128","2.37080430984497","3.18909692764282","2.55127754211426","","229","1979","33"
"230","1981","8.82100009918213","31.6790008544922","","1.34200000762939","2.17713522911072","3.45565414428711","2.76452331542969","","230","1980","33"
"231","1982","6.28299999237061","25.040599822998","","1.06110000610352","1.83784759044647","3.22049856185913","2.5763988494873","","231","1981","33"
"232","1977","1.2150000333786","15.184700012207","","0.111199997365475","0.194744110107422","2.72028827667236","2.17623062133789","","232","1982","34"
"233","1978","1.30599999427795","15.1559000015259","","0.120200000703335","0.26696902513504","2.71838998794556","2.17471199035645","","233","1977","34"
"234","1979","1.39100003242493","16.9069995880127","","0.124399997293949","0.330022931098938","2.82772779464722","2.26218223571778","","234","1978","34"
"235","1980","1.40699994564056","16.7455997467041","","0.132100000977516","0.34145975112915","2.81813549995422","2.25450839996338","","235","1979","34"
"236","1981","1.15600001811981","16.7555999755859","","0.111000001430511","0.144965782761574","2.81873250007629","2.25498600006103","","236","1980","34"
"237","1982","1.19400000572205","17.1849994659424","","0.0976999998092651","0.177309021353722","2.84403681755066","2.27522945404053","","237","1981","34"
"238","1983","1.35099995136261","17.8621997833252","","0.095600001513958","0.30084502696991","2.88268685340881","2.30614948272705","","238","1982","34"
"239","1977","5.3730001449585","25.7227993011475","","1.83169996738434","1.68138647079468","3.24737763404846","2.59790210723877","","239","1983","35"
"240","1978","5.86499977111816","24.8794002532959","","2.10899996757507","1.76900243759155","3.21404027938843","2.57123222351074","","240","1977","35"
"241","1979","6.06599998474121","28.1490993499756","","2.21519994735718","1.80269944667816","3.33751535415649","2.67001228332519","","241","1978","35"
"242","1980","6.72399997711182","28.707799911499","","2.23329997062683","1.90568315982819","3.35716891288757","2.68573513031006","","242","1979","35"
"243","1981","14.1350002288818","29.0655002593994","","4.33279991149902","2.64865398406982","3.36955189704895","2.69564151763916","","243","1980","35"
"244","1982","12.6619997024536","30.8472995758057","","4.42950010299683","2.53860545158386","3.42904925346375","2.743239402771","","244","1981","35"
"245","1983","12.201000213623","32.2957992553711","","4.55819988250732","2.50151801109314","3.47493720054626","2.77994976043701","","245","1982","35"
"246","1976","0.470999985933304","24.0030994415283","","0.112499997019768","-0.752897202968597","3.17818307876587","2.5425464630127","","246","1983","36"
"247","1977","0.477999985218048","23.1215991973877","","0.131300002336502","-0.73814457654953","3.14076709747314","2.51261367797851","","247","1976","36"
"248","1978","0.44200000166893","23.6966991424561","","0.146599993109703","-0.816445410251617","3.1653356552124","2.53226852416992","","248","1977","36"
"249","1979","0.45100000500679","23.3782997131348","","0.17399999499321","-0.796287953853607","3.15180826187134","2.52144660949707","","249","1978","36"
"250","1980","0.41100001335144","23.3950996398926","","0.192699998617172","-0.889162003993988","3.15252661705017","2.52202129364014","","250","1979","36"
"251","1981","0.386000007390976","23.8803005218506","","0.171200007200241","-0.951917886734009","3.17305397987366","2.53844318389893","","251","1980","36"
"252","1982","0.360000014305115","22.9678001403809","","0.153799995779991","-1.02165114879608","3.13409328460693","2.50727462768554","","252","1981","36"
"253","1977","14.3999996185303","32.2196998596191","","1.63709998130798","2.66722822189331","3.47257804870605","2.77806243896484","","253","1982","37"
"254","1978","14.7189998626709","31.0016002655029","","1.58930003643036","2.68913912773132","3.43403887748718","2.74723110198974","","254","1977","37"
"255","1979","14.4370002746582","32.0145988464355","","1.74800002574921","2.66979432106018","3.46619200706482","2.77295360565186","","255","1978","37"
"256","1980","13.4359998703003","29.8911991119385","","1.7775000333786","2.59793758392334","3.39756417274475","2.7180513381958","","256","1979","37"
"257","1981","11.6969995498657","30.167200088501","","2.1308000087738","2.45933246612549","3.40675520896912","2.7254041671753","","257","1980","37"
"258","1982","10.039999961853","32.0463981628418","","2.25340008735657","2.30657720565796","3.4671847820282","2.77374782562256","","258","1981","37"
"259","1983","9.08699989318848","36.2481002807617","","2.13039994239807","2.20684480667114","3.59038686752319","2.87230949401855","","259","1982","37"
"260","1976","7.45800018310547","26.4115009307861","","2.08619999885559","2.00928735733032","3.27379965782166","2.61903972625733","","260","1983","38"
"261","1977","7.88000011444092","22.8421001434326","","2.06240010261536","2.06432795524597","3.12860536575317","2.50288429260254","","261","1976","38"
"262","1978","8.25500011444092","22.4106006622314","","2.25180006027222","2.11081910133362","3.10953402519226","2.48762722015381","","262","1977","38"
"263","1979","8.16199970245361","25.4636993408203","","2.39039993286133","2.09948921203613","3.23725390434265","2.58980312347412","","263","1978","38"
"264","1980","7.4520001411438","27.408899307251","","2.02589988708496","2.00848245620728","3.31086778640747","2.64869422912598","","264","1979","38"
"265","1981","5.93300008773804","27.7595996856689","","1.38999998569489","1.78052997589111","3.32358169555664","2.65886535644531","","265","1980","38"
"266","1982","5.03800010681152","27.7856998443604","","1.39260005950928","1.61700916290283","3.32452154159546","2.65961723327637","","266","1981","38"
"267","1977","1.48399996757507","31.7101993560791","","0.233700007200241","0.394741117954254","3.45663833618164","2.76531066894531","","267","1982","39"
"268","1978","1.55099999904633","26.5751991271973","","0.293900012969971","0.438899874687195","3.27997851371765","2.62398281097412","","268","1977","39"
"269","1979","1.55599999427795","25.7082004547119","","0.344799995422363","0.442118436098099","3.24680995941162","2.5974479675293","","269","1978","39"
"270","1980","1.625","27.4095001220703","","0.346100002527237","0.485507816076279","3.31088972091675","2.6487117767334","","270","1979","39"
"271","1981","1.40699994564056","27.8052005767822","","0.299800008535385","0.34145975112915","3.32522296905518","2.66017837524414","","271","1980","39"
"272","1982","0.814000010490417","27.4953002929688","","0.206599995493889","-0.205794900655746","3.31401515007019","2.65121212005615","","272","1981","39"
"273","1983","0.699000000953674","29.1182994842529","","0.174199998378754","-0.358104526996613","3.37136673927307","2.69709339141846","","273","1982","39"
"274","1976","13.1630001068115","26.1228008270264","","1.66859996318817","2.57740998268127","3.26280856132507","2.61024684906006","","274","1983","40"
"275","1977","12.8940000534058","23.8500995635986","","1.66149997711182","2.55676198005676","3.17178845405579","2.53743076324463","","275","1976","40"
"276","1978","12.168999671936","23.37619972229","","1.63209998607635","2.49889159202576","3.15171837806702","2.52137470245362","","276","1977","40"
"277","1979","12.3800001144409","24.3960990905762","","1.60119998455048","2.51608228683472","3.19442319869995","2.55553855895996","","277","1978","40"
"278","1980","12.6619997024536","27.2357997894287","","1.92530000209808","2.53860545158386","3.304532289505","2.643625831604","","278","1979","40"
"279","1981","12.7360000610352","28.7735996246338","","1.82169997692108","2.54443264007568","3.35945820808411","2.68756656646729","","279","1980","40"
"280","1982","12.1949996948242","28.9251003265381","","1.68710005283356","2.50102591514587","3.36470985412598","2.69176788330078","","280","1981","40"
"281","1977","12.4289999008179","28.0720996856689","","1.38999998569489","2.52003240585327","3.3347761631012","2.66782093048096","","281","1982","41"
"282","1978","14.2340002059937","25.7457008361816","","1.56239998340607","2.65563344955444","3.24826765060425","2.5986141204834","","282","1977","41"
"283","1979","14.7370004653931","25.456600189209","","1.92369997501373","2.6903612613678","3.2369749546051","2.58957996368408","","283","1978","41"
"284","1980","14.8290004730225","26.2250003814697","","2.22510004043579","2.69658470153809","3.26671314239502","2.61337051391602","","284","1979","41"
"285","1981","14.91100025177","26.9354991912842","","2.27819991111755","2.70209932327271","3.29344511032104","2.63475608825683","","285","1980","41"
"286","1982","13.8240003585815","27.9655990600586","","2.21059989929199","2.62640619277954","3.33097505569458","2.66478004455566","","286","1981","41"
"287","1983","13.1260004043579","29.7914009094238","","2.16300010681152","2.57459497451782","3.39421987533569","2.71537590026855","","287","1982","41"
"288","1976","1.22800004482269","24.0060005187988","","0.283199995756149","0.205386862158775","3.17830371856689","2.54264297485351","","288","1983","42"
"289","1977","1.80499994754791","23.360200881958","","0.292600005865097","0.590560555458069","3.15103363990784","2.52082691192627","","289","1976","42"
"290","1978","1.72300004959106","21.2241992950439","","0.30019998550415","0.544066965579987","3.05514192581177","2.44411354064942","","290","1977","42"
"291","1979","1.77900004386902","22.4841995239258","","0.326900005340576","0.576051414012909","3.11281275749207","2.49025020599366","","291","1978","42"
"292","1980","1.31400001049042","24.0149993896484","","0.269800007343292","0.273075938224792","3.17867851257324","2.54294281005859","","292","1979","42"
"293","1981","0.699000000953674","22.7355995178223","","0.183899998664856","-0.358104526996613","3.12393188476562","2.4991455078125","","293","1980","42"
"294","1982","0.606000006198883","24.7679004669189","","0.12950000166893","-0.500875294208527","3.20954847335815","2.56763877868652","","294","1981","42"
"295","1977","12.0719995498657","18.7269992828369","","2.36290001869202","2.49088859558105","2.92996621131897","2.34397296905518","","295","1982","43"
"296","1978","17.8589992523193","15.7566995620728","","2.44169998168945","2.88250756263733","2.75726556777954","2.20581245422363","","296","1977","43"
"297","1979","17.6989994049072","16.1252002716064","","2.32249999046326","2.87350821495056","2.78038334846497","2.22430667877198","","297","1978","43"
"298","1980","17.9190006256104","16.6000995635986","","2.25449991226196","2.88586163520813","2.80940866470337","2.2475269317627","","298","1979","43"
"299","1981","10.9829998016357","24.5007991790771","","2.3283998966217","2.39634871482849","3.19870567321777","2.55896453857422","","299","1980","43"
"300","1982","9.88199996948242","28.2183990478516","","2.02579998970032","2.29071497917175","3.33997416496277","2.67197933197022","","300","1981","43"
"301","1983","8.94099998474121","29.1312999725342","","1.86370003223419","2.19064736366272","3.37181329727173","2.69745063781738","","301","1982","43"
"302","1977","0.781000018119812","23.7287006378174","","0.242400005459785","-0.247180104255676","3.1666853427887","2.53334827423096","","302","1983","44"
"303","1978","0.839999973773956","21.9246997833252","","0.234099999070168","-0.174353420734406","3.08761382102966","2.47009105682373","","303","1977","44"
"304","1979","0.880999982357025","21.68630027771","","0.257999986410141","-0.126697674393654","3.0766806602478","2.46134452819824","","304","1978","44"
"305","1980","0.865000009536743","20.979700088501","","0.237800002098083","-0.145025759935379","3.04355525970459","2.43484420776367","","305","1979","44"
"306","1981","0.711000025272369","20.5713996887207","","0.202399998903275","-0.341082811355591","3.02390170097351","2.41912136077881","","306","1980","44"
"307","1982","0.58899998664856","22.0109996795654","","0.171700000762939","-0.529329121112823","3.09154224395752","2.47323379516602","","307","1981","44"
"308","1983","0.755999982357025","23.7078990936279","","0.169699996709824","-0.279713928699493","3.16580820083618","2.53264656066894","","308","1982","44"
"309","1977","32.2900009155273","24.8593997955322","","11.4903001785278","3.4747576713562","3.21323585510254","2.57058868408203","","309","1983","45"
"310","1978","33.9160003662109","25.7803993225098","","11.5710000991821","3.52388691902161","3.24961447715759","2.59969158172607","","310","1977","45"
"311","1979","34.3889999389648","26.4298000335693","","12.8853998184204","3.53773665428162","3.27449226379395","2.61959381103516","","311","1978","45"
"312","1980","33.3479995727539","29.2707004547119","","13.1730003356934","3.50699782371521","3.3765869140625","2.70126953125","","312","1979","45"
"313","1981","31.0340003967285","28.0545997619629","","11.6648998260498","3.43508338928223","3.33415269851685","2.66732215881348","","313","1980","45"
"314","1982","26.2259998321533","32.1654014587402","","10.8769998550415","3.26675128936768","3.47089147567749","2.77671318054199","","314","1981","45"
"315","1983","24.378999710083","32.5037002563477","","10.1732997894287","3.19372200965881","3.4813539981842","2.78508319854736","","315","1982","45"
"316","1976","2.97099995613098","19.5527000427246","","1.02409994602203","1.08889853954315","2.97311329841614","2.37849063873291","","316","1983","46"
"317","1977","3.06500005722046","19.2621002197266","","0.926699995994568","1.1200475692749","2.95813941955566","2.36651153564453","","317","1976","46"
"318","1978","3.02999997138977","18.7115001678467","","0.906799972057343","1.10856258869171","2.92913842201233","2.34331073760986","","318","1977","46"
"319","1979","2.96000003814697","21.9029006958008","","0.919200003147125","1.08518922328949","3.08661913871765","2.46929531097412","","319","1978","46"
"320","1980","2.55699992179871","19.7124004364014","","0.863200008869171","0.938834667205811","2.9812479019165","2.3849983215332","","320","1979","46"
"321","1981","2.26600003242493","23.8852996826172","","0.850499987602234","0.818016171455383","3.17326331138611","2.53861064910889","","321","1980","46"
"322","1982","2.16799998283386","26.3391990661621","","0.799499988555908","0.77380508184433","3.27105832099915","2.61684665679932","","322","1981","46"
"323","1976","2.42600011825562","27.3670997619629","","0.52590000629425","0.886243879795074","3.30934166908264","2.64747333526611","","323","1982","47"
"324","1977","2.14199995994568","25.9188995361328","","0.405499994754791","0.76173996925354","3.25497245788574","2.60397796630859","","324","1976","47"
"325","1978","1.97300004959106","24.8391990661621","","0.360500007867813","0.679555237293243","3.21242308616638","2.5699384689331","","325","1977","47"
"326","1979","1.7940000295639","24.4500007629395","","0.339700013399124","0.584447801113129","3.19663023948669","2.55730419158935","","326","1978","47"
"327","1980","1.55299997329712","22.2278995513916","","0.31479999423027","0.440188527107239","3.10134816169739","2.48107852935791","","327","1979","47"
"328","1981","1.22500002384186","22.2387008666992","","0.257499992847443","0.202940866351128","3.1018340587616","2.48146724700928","","328","1980","47"
"329","1982","1.07700002193451","23.0421009063721","","0.231099992990494","0.0741794183850288","3.13732290267944","2.50985832214355","","329","1981","47"
"330","1976","1.64699995517731","25.6131992340088","","0.37389999628067","0.498955428600311","3.24310779571533","2.59448623657226","","330","1982","48"
"331","1977","2.33699989318848","23.1620998382568","","0.521200001239777","0.848868012428284","3.14251732826233","2.51401386260986","","331","1976","48"
"332","1978","2.39299988746643","23.7968997955322","","0.560599982738495","0.872547745704651","3.16955542564392","2.53564434051514","","332","1977","48"
"333","1979","2.35400009155273","27.4151992797852","","0.566699981689453","0.856116056442261","3.31109762191772","2.64887809753418","","333","1978","48"
"334","1980","2.28699994087219","22.88450050354","","0.618099987506866","0.827240884304047","3.13045978546143","2.50436782836914","","334","1979","48"
"335","1981","2.04500007629395","26.3206996917725","","0.523899972438812","0.715397834777832","3.27035570144653","2.61628456115722","","335","1980","48"
"336","1982","1.932000041008","27.6618003845215","","0.436899989843369","0.658555746078491","3.3200523853302","2.65604190826416","","336","1981","48"
"337","1976","3.75799989700317","27.2661991119385","","1.01489996910095","1.32388687133789","3.30564785003662","2.6445182800293","","337","1982","49"
"338","1977","3.69199991226196","24.301399230957","","0.950500011444092","1.3061683177948","3.19053387641907","2.55242710113526","","338","1976","49"
"339","1978","3.72099995613098","22.9647998809814","","0.907100021839142","1.31399238109589","3.13396263122559","2.50717010498047","","339","1977","49"
"340","1979","3.69899988174438","22.391300201416","","0.970600008964539","1.30806243419647","3.10867238044739","2.48693790435791","","340","1978","49"
"341","1980","3.44700002670288","22.2397994995117","","0.880599975585938","1.23750424385071","3.10188341140747","2.48150672912598","","341","1979","49"
"342","1981","2.83599996566772","20.6868991851807","","0.77649998664856","1.04239463806152","3.02950072288513","2.4236005783081","","342","1980","49"
"343","1982","2.61299991607666","21.7929000854492","","0.650799989700317","0.960498929023743","3.08158421516418","2.46526737213134","","343","1981","49"
"344","1976","72.8619995117188","25.400899887085","","26.8554000854492","4.28856706619263","3.2347846031189","2.58782768249512","","344","1982","50"
"345","1977","73.2910003662109","22.7905006408691","","25.6364994049072","4.29443788528442","3.12634372711182","2.50107498168946","","345","1976","50"
"346","1978","70.7730026245117","22.2786998748779","","26.1746997833252","4.25947761535645","3.10363101959229","2.48290481567383","","346","1977","50"
"347","1979","72.5419998168945","22.929500579834","","25.747200012207","4.28416585922241","3.13242435455322","2.50593948364258","","347","1978","50"
"348","1980","64.8030014038086","24.6947002410889","","22.43630027771","4.17135190963745","3.20658874511719","2.56527099609375","","348","1979","50"
"349","1981","48.3120002746582","24.7632007598877","","18.0144996643066","3.87768006324768","3.20935869216919","2.56748695373535","","349","1980","50"
"350","1982","40.609001159668","24.7381000518799","","15.8348999023438","3.7039897441864","3.20834445953369","2.56667556762695","","350","1981","50"
"351","1976","0.767000019550323","23.3292999267578","","0.250600010156631","-0.265268445014954","3.14971017837524","2.51976814270019","","351","1982","51"
"352","1977","0.755999982357025","22.029899597168","","0.224399998784065","-0.279713928699493","3.09240055084229","2.47392044067383","","352","1976","51"
"353","1978","0.725000023841858","21.6993007659912","","0.208800002932549","-0.321583598852158","3.07728004455566","2.46182403564453","","353","1977","51"
"354","1979","0.670000016689301","23.4722003936768","","0.186499997973442","-0.400477528572083","3.15581679344177","2.52465343475342","","354","1978","51"
"355","1980","0.644999980926514","22.8038997650146","","0.168400004506111","-0.438504993915558","3.12693166732788","2.5015453338623","","355","1979","51"
"356","1981","0.560000002384186","25.1937999725342","","0.138400003314018","-0.579818487167358","3.22659802436829","2.58127841949463","","356","1980","51"
"357","1982","0.551999986171722","27.7289009094238","","0.130999997258186","-0.594207286834717","3.32247519493103","2.65798015594482","","357","1981","51"
"358","1976","14.1789999008179","28.0286998748779","","2.84890007972717","2.65176200866699","3.33322906494141","2.66658325195313","","358","1982","52"
"359","1977","14.2239999771118","24.2376003265381","","2.67869997024536","2.65493059158325","3.18790507316589","2.55032405853271","","359","1976","52"
"360","1978","13.9650001525879","22.3225994110107","","2.54509997367859","2.63655424118042","3.10559964179993","2.48447971343994","","360","1977","52"
"361","1979","13.6149997711182","22.2789993286133","","2.54019999504089","2.61117219924927","3.10364460945129","2.48291568756103","","361","1978","52"
"362","1980","12.3290004730225","21.6679000854492","","2.26570010185242","2.51195430755615","3.0758318901062","2.46066551208496","","362","1979","52"
"363","1981","10.5050001144409","22.2033996582031","","2.45910000801086","2.35185146331787","3.10024547576904","2.48019638061523","","363","1980","52"
"364","1982","10.9729995727539","21.6406993865967","","2.64010000228882","2.39543771743774","3.07457566261292","2.45966053009034","","364","1981","52"
"365","1977","6.87799978256226","26.0231990814209","","1.03579998016357","1.92832791805267","3.25898838043213","2.6071907043457","","365","1982","53"
"366","1978","6.94700002670288","22.3729000091553","","1.0566999912262","1.93830990791321","3.10785031318665","2.48628025054932","","366","1977","53"
"367","1979","6.89499998092651","22.1865997314453","","1.0333000421524","1.93079650402069","3.0994884967804","2.47959079742432","","367","1978","53"
"368","1980","6.58599996566772","21.4468002319336","","1.04659998416901","1.88494622707367","3.06557536125183","2.45246028900146","","368","1979","53"
"369","1981","5.61899995803833","21.7560005187988","","0.924600005149841","1.72615373134613","3.07988953590393","2.46391162872314","","369","1980","53"
"370","1982","4.68499994277954","23.0118999481201","","0.829100012779236","1.54436588287354","3.13601136207581","2.50880908966065","","370","1981","53"
"371","1983","4.49200010299683","25.4869003295898","","0.783900022506714","1.50229811668396","3.23816466331482","2.59053173065186","","371","1982","53"
"372","1977","3.80200004577637","23.7966003417969","","0.541899979114532","1.33552730083466","3.16954278945923","2.53563423156738","","372","1983","54"
"373","1978","4.10900020599365","22.6648998260498","","0.581700026988983","1.41317975521088","3.12081742286682","2.49665393829346","","373","1977","54"
"374","1979","4.21099996566772","23.048999786377","","0.630699992179871","1.43770015239716","3.13762235641479","2.51009788513183","","374","1978","54"
"375","1980","4.1560001373291","24.8700008392334","","0.642899990081787","1.42455315589905","3.21366238594055","2.57092990875244","","375","1979","54"
"376","1981","3.7590000629425","22.714599609375","","0.588100016117096","1.32415294647217","3.12300777435303","2.49840621948242","","376","1980","54"
"377","1982","3.05299997329712","26.2784004211426","","0.48769998550415","1.11612474918365","3.26874732971191","2.61499786376953","","377","1981","54"
"378","1983","2.63599991798401","27.3659000396729","","0.418599992990494","0.969262599945068","3.30929780006409","2.64743824005127","","378","1982","54"
"379","1976","5.48199987411499","35.8288993835449","","0.18520000576973","1.70147001743317","3.57875490188599","2.86300392150879","","379","1983","55"
"380","1977","6.52799987792969","33.7450981140137","","0.239500001072884","1.87610054016113","3.51883506774902","2.81506805419922","","380","1976","55"
"381","1978","6.90100002288818","32.7853012084961","","0.324699997901917","1.93166637420654","3.48998022079468","2.79198417663574","","381","1977","55"
"382","1979","7.20800018310547","32.3280982971191","","0.366100013256073","1.97519159317017","3.47593665122986","2.78074932098389","","382","1978","55"
"383","1980","6.50099992752075","35.4855995178223","","0.387600004673004","1.87195599079132","3.56912708282471","2.85530166625977","","383","1979","55"
"384","1981","5.80000019073486","35.0923004150391","","0.439900010824203","1.75785791873932","3.55798172950745","2.84638538360596","","384","1980","55"
"385","1982","5.6560001373291","37.2374992370605","","0.503700017929077","1.73271691799164","3.61731624603271","2.89385299682617","","385","1981","55"
"386","1976","2.90599989891052","22.021900177002","","0.588199973106384","1.06677758693695","3.09203743934631","2.47362995147705","","386","1982","56"
"387","1977","3.02800011634827","20.5580005645752","","0.584100008010864","1.10790240764618","3.02325010299683","2.41860008239746","","387","1976","56"
"388","1978","2.98499989509583","20.2541999816895","","0.588599979877472","1.09359967708588","3.00836229324341","2.40668983459473","","388","1977","56"
"389","1979","2.87700009346008","22.7007999420166","","0.566299974918365","1.05674815177917","3.1224000453949","2.49792003631592","","389","1978","56"
"390","1980","2.61199998855591","20.494800567627","","0.494800001382828","0.96011620759964","3.02017116546631","2.41613693237305","","390","1979","56"
"391","1981","2.14000010490417","25.039400100708","","0.388399988412857","0.760805904865265","3.22045063972473","2.57636051177978","","391","1980","56"
"392","1982","1.55999994277954","25.9972991943359","","0.333400011062622","0.444685786962509","3.2579927444458","2.60639419555664","","392","1981","56"
"393","1977","2.04800009727478","14.6550998687744","","0.141200006008148","0.716863751411438","2.68478846549988","2.1478307723999","","393","1982","57"
"394","1978","2.15799999237061","14.5408000946045","","0.138400003314018","0.769181847572327","2.6769585609436","2.14156684875488","","394","1977","57"
"395","1979","2.01099991798401","14.4554004669189","","0.143199995160103","0.698632061481476","2.67106819152832","2.13685455322266","","395","1978","57"
"396","1980","1.87699997425079","14.2665004730225","","0.119499996304512","0.629674732685089","2.65791416168213","2.1263313293457","","396","1979","57"
"397","1981","0.977999985218048","14.2562999725342","","0.0882000029087067","-0.0222456231713295","2.65719890594482","2.12575912475586","","397","1980","57"
"398","1982","0.837000012397766","15.423999786377","","0.068000003695488","-0.177931189537048","2.73592472076416","2.18873977661132","","398","1981","57"
"399","1983","0.819999992847443","16.172399520874","","0.058899998664856","-0.198450952768326","2.78330612182617","2.22664489746094","","399","1982","57"
"400","1976","20.8400001525879","29.983699798584","","6.91879987716675","3.03687429428101","3.40065383911133","2.72052307128906","","400","1983","58"
"401","1977","22.7049999237061","26.0771007537842","","7.93989992141724","3.12258505821228","3.26105761528015","2.60884609222412","","401","1976","58"
"402","1978","23.8449993133545","25.5265007019043","","8.63980007171631","3.17157459259033","3.23971724510193","2.59177379608154","","402","1977","58"
"403","1979","23.0729999542236","24.4342002868652","","8.2435998916626","3.13866305351257","3.19598388671875","2.556787109375","","403","1978","58"
"404","1980","20.5200004577637","23.9277992248535","","8.68480014801025","3.021399974823","3.17504096031189","2.54003276824951","","404","1979","58"
"405","1981","16.4990005493164","25.0673999786377","","8.09879970550537","2.80329990386963","3.22156810760498","2.57725448608398","","405","1980","58"
"406","1982","13.9490003585815","25.5398006439209","","4.69299983978271","2.6354079246521","3.24023795127869","2.59219036102295","","406","1981","58"
"407","1977","9.84899997711182","18.2812004089355","","1.33870005607605","2.28736996650696","2.90587329864502","2.32469863891602","","407","1982","59"
"408","1978","9.59799957275391","17.109899520874","","1.10580003261566","2.26155471801758","2.83965730667114","2.27172584533691","","408","1977","59"
"409","1979","8.94299983978271","16.3747997283936","","1.05130004882812","2.19087100028992","2.79574346542358","2.23659477233886","","409","1978","59"
"410","1980","7.55399990081787","16.2730007171631","","0.89630001783371","2.02207732200623","2.7895073890686","2.23160591125488","","410","1979","59"
"411","1981","5.83400011062622","17.3945999145508","","0.668799996376038","1.76370286941528","2.85615992546082","2.28492794036866","","411","1980","59"
"412","1982","4.74300003051758","19.5091991424561","","0.532100021839142","1.55666983127594","2.97088599205017","2.37670879364014","","412","1981","59"
"413","1983","3.98200011253357","20.3418998718262","","0.463899999856949","1.38178420066833","3.01268267631531","2.41014614105225","","413","1982","59"
"414","1976","3.10999989509583","25.5205993652344","","0.763599991798401","1.13462269306183","3.2394859790802","2.59158878326416","","414","1983","60"
"415","1977","1.14699995517731","24.5872993469238","","0.392300009727478","0.137149795889854","3.20222997665405","2.56178398132324","","415","1976","60"
"416","1978","0.758000016212463","23.1630001068115","","0.180399999022484","-0.277071863412857","3.14255619049072","2.51404495239258","","416","1977","60"
"417","1979","0.768999993801117","21.9188995361328","","0.169100001454353","-0.262664318084717","3.08734917640686","2.46987934112549","","417","1978","60"
"418","1980","0.731000006198883","20.4489002227783","","0.146300002932549","-0.313341796398163","3.01792907714844","2.41434326171875","","418","1979","60"
"419","1981","0.998000025749207","21.5611000061035","","0.172099992632866","-0.00200197682715952","3.07089066505432","2.45671253204346","","419","1980","60"
"420","1982","0.885999977588654","21.1023006439209","","0.131400004029274","-0.121038354933262","3.04938197135925","2.4395055770874","","420","1981","60"
"421","1977","2.47900009155273","21.6331996917725","","0.494800001382828","0.907855272293091","3.07422924041748","2.45938339233398","","421","1982","61"
"422","1978","2.50300002098083","21.3619003295898","","0.4307000041008","0.917490005493164","3.0616090297699","2.44928722381592","","422","1977","61"
"423","1979","2.58599996566772","21.6716003417969","","0.439099997282028","0.950112283229828","3.07600259780884","2.46080207824707","","423","1978","61"
"424","1980","2.61199998855591","22.2520999908447","","0.463299989700317","0.96011620759964","3.10243630409241","2.48194904327393","","424","1979","61"
"425","1981","2.23099994659424","22.2689990997314","","0.447800010442734","0.802449882030487","3.10319542884827","2.48255634307862","","425","1980","61"
"426","1982","1.82700002193451","24.0683002471924","","0.384900003671646","0.602675318717957","3.18089556694031","2.54471645355225","","426","1981","61"
"427","1983","1.71000003814697","22.8082008361816","","0.338600009679794","0.536493420600891","3.12712025642395","2.50169620513916","","427","1982","61"
"428","1977","2.76300001144409","16.0079002380371","","0.149299994111061","1.01631700992584","2.77308225631714","2.21846580505371","","428","1983","62"
"429","1978","2.69000005722046","15.7932996749878","","0.141399994492531","0.989541232585907","2.75958585739136","2.20766868591309","","429","1977","62"
"430","1979","2.65100002288818","15.7482004165649","","0.137299999594688","0.974936962127686","2.75672602653503","2.20538082122802","","430","1978","62"
"431","1980","2.53200006484985","15.6637001037598","","0.12780000269413","0.929009556770325","2.75134587287903","2.20107669830322","","431","1979","62"
"432","1981","2.24799990653992","16.4160995483398","","0.108800001442432","0.810040891170502","2.79826259613037","2.2386100769043","","432","1980","62"
"433","1982","1.7610000371933","17.6931991577148","","0.094200000166893","0.565881848335266","2.8731803894043","2.29854431152344","","433","1981","62"
"434","1983","1.85000002384186","18.9451999664307","","0.143299996852875","0.615185678005219","2.94155049324036","2.35324039459229","","434","1982","62"
"435","1976","0.811999976634979","39.1043014526367","","0.588299989700317","-0.208254963159561","3.66623258590698","2.93298606872558","","435","1983","63"
